회사코드	회사명	고객분류	회사유형	사업자등록번호	설립일	대표자명	본사 주소	시/구	공장 주소	대표전화	업종명	주요제품	웹사이트	참고사항	SAP코드여부	SAP거래처코드	사업	사업부	지점/팀	팀명	사원번호	영업 사원	유통형태코드	유통형태	거래처 담당자	담당자 연락처	코드생성일	거래시작일	결제조건
C0000080	(주)더팜컴퍼니	기존		2838601495		박재균	서울특별시 성동구 마장로 273 (마장동) 상가동 107호 (마장동,삼성아파트)	서울특별시 성동구		070-7543-5476						1114578	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	박재균	070-7543-5476	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000081	(주) 영화푸드	기존		3988800846		윤미숙	경기도 용인시 기흥구 농서로 51 (농서동) (농서동)	경기도 용인시		010-3893-7149						1114579	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	윤미숙	010-3893-7149	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000082	(주) 미트홈	기존		1428148971		이성은	경기도 용인시 기흥구 농서로 51 (농서동) (농서동)	경기도 용인시		031-693-6325						1114580	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	이성은	031-693-6325	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000083	(주)프라임비앤피	기존		1288635252		김완규	경기도 고양시 일산서구 송포로 421 (가좌동) (가좌동)	경기도 고양시		031-915-2541						1114581	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	김완규	031-915-2541	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000084	(주) 서현푸드	기존		4708701999		임상훈	서울특별시 강동구 천호대로 989 (천호동, 천호역 한강 청년주 2층 203호 B02호 (천호동)	서울특별시 강동구		010-8776-5151					매입매출	1114582	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	임상훈	010-8776-5151	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000085	(주)미트레이더스	기존		6958702113		김민철	경기도 용인시 기흥구 농서로 51 (농서동) 3층 16호 (농서동)	경기도 용인시		010-6563-3008					매입매출	1114583	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김민철	010-6563-3008	2024-12-20	2025-07-02	15일단위 마감, 30일이내, 현금결제(영업)
C0000086	(주)지비엠인터내셔날	기존		1208707889		이승호	서울특별시 강남구 삼성로96길 6 (삼성동) 엘지트윈탤 1차 2005	서울특별시 강남구		02-539-0984						1114584	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이승호	02-539-0984	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000087	(주)유니푸드시스템	기존	법인	2068650704	2011-02-11	박채윤	경기도 광주시 경충대로 1801 (장지동) 비동 428호 (장지동)	경기도 광주시		031-564-6613	육류 도매업	우육 및 돈육 도소매업			매입매출	1114585	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박채윤	031-564-6613	2024-12-20	2025-09-05	15일단위 마감, 30일이내, 현금결제(영업)
C0000088	(주)하늘통상	기존		2068643668		김인규	서울특별시 성동구 고산자로 345 (마장동) 2층 202호 (마장동,고운타워)	서울특별시 성동구		02-2281-7972						1114586	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김인규	02-2281-7972	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000089	(주)혜성프로비젼	기존		1208648938		최광현	서울특별시 강남구 논현로28길 54 (도곡동) (도곡동, 덕원빌딩) 6층,7층	서울특별시 강남구		02-529-2225					매입매출	1114587	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	최광현	02-529-2225	2024-12-20	2025-04-10	15일단위 마감, 30일이내, 현금결제(영업)
C0000090	코와이드팜 (주)	기존		8478100499		조경복	경기도 용인시 기흥구 동탄기흥로681번길 1 (고매동) (고매동)	경기도 용인시		02-578-8760						1114588	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	조경복	02-578-8760	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000091	(주) 우빈글로벌	기존		2028601098		윤희철	인천광역시 서구 백범로630번길 22 (가좌동) 241호 (가좌동인청축산물백화점)	인천광역시 서구		070-4757-6098						1114589	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	윤희철	070-4757-6098	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000092	(주) 대한국제식품	기존		1188132665		김환영	충청북도 청주시 상당구 무심동로 256 (석교동) (석교동)	충청북도 청주시		043-223-5553						1114590	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김환영	043-223-5553	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000093	(주)엠원컴퍼니	기존		2848800983		최현석	경기도 남양주시 별내중앙로 30 (별내동) 401-2호 (로데오몰)	경기도 남양주시		031-528-7603					매입매출	1114591	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	최현석	031-528-7603	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000094	(주) 뉴프라임축산유통	기존		1228602807		천명환	인천광역시 부평구 화랑로 115 (산곡동)	인천광역시 부평구		032-521-3468-9						1114592	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	천명환	032-521-3468-9	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000095	(주)미트촌	기존		1198179741		전영권	인천광역시 남동구 장자로46번길 20 (장수동) 11	인천광역시 남동구		032-466-3040						1114593	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	전영권	032-466-3040	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000096	(주)에이티미트	기존		8498801023		조제식	서울특별시 성동구 고산자로26길 12 (마장동) (마장동) ,205호	서울특별시 성동구		070-4942-0163						1114594	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	조제식	070-4942-0163	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000097	(주)로드프리미엄	기존		2068642989		박상균	서울특별시 송파구 새말로 125 (문정동) 408 (문정동)	서울특별시 송파구		02-3012-7222						1114595	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박상균	02-3012-7222	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000098	(주)오와이통상	기존		2068629652		안천식	서울특별시 성동구 청계천로10나길 37 (마장동) (마장동)	서울특별시 성동구		1577-8979						1114596	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	안천식	1577-8979	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000099	(주)우성미트인터내셔널	기존		2068666109		한진수	서울특별시 성동구 무학로14길 23 (홍익동) (홍익동)	서울특별시 성동구		02-2291-84356						1114597	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	한진수	02-2291-8435~6	2024-12-20	2025-06-01	10일단위 마감, 10일이내, 현금결제(영업)
C0000100	(주)팬텀미트	기존		2068679278		김도환	서울특별시 성동구 용답중앙길 25 (용답동)	서울특별시 성동구		070-8288-5486						1114598	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김도환	070-8288-5486	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000101	(주) 골드에프에스	기존		1198677452		고민석	경기도 광명시 오리로191번길 19 (일직동) 1층 101-102호 (일직동)	경기도 광명시		02-803-4360						1114599	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	고민석	02-803-4360	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000102	(주)세원푸드시스템	기존		6198800059		전익성	서울특별시 성동구 마장로31길 13 (마장동) (마장동,1층,지하1층)	서울특별시 성동구		02-2296-2497						1114600	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	전익성	02-2296-2497	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000103	(주)더미트코리아	기존		3768700359		이경진	서울특별시 성동구 무학로14길 35 (마장동) ,1층 (마장동)	서울특별시 성동구		02-2295-9901						1114601	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	이경진	02-2295-9901	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000104	(주) 나인미라클	기존	법인	5708600518	2016-10-20	안성철	서울특별시 서초구 강남대로 381 (서초동) 19층 1903호 (서초동, 두산베어스텔)	서울특별시 서초구		02-3463-8688	육류 도매업	축산물			매입매출	1114602	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	안성철	02-3463-8688	2024-12-20	2025-09-17	15일단위 마감, 30일이내, 현금결제(영업)
C0000105	남해유통	기존		6179885217		최양자	대구광역시 동구 부동길 49 (부동) (부동)	대구광역시 동구		053-384-58789						1114603	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	최양자	053-384-5878~9	2024-12-20		말일 마감, 당월 말일, 현금결제(영업)
C0000106	(주)아이푸드컴퍼니	기존		2308100686		정재권	경기도 양주시 삼숭로129번길 51-66 (삼숭동)	경기도 양주시		010-2613-8916					매출	1114604	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7030	축육(도매)	정재권	010-2613-8916	2024-12-20	2025-01-03	말일 마감, 15일이내, 현금결제(영업)
C0000107	(주) 가흥	기존		6068173130		진종팔	부산광역시 사상구 사상로 557 (모라동) (모라동)	부산광역시 사상구		051-304-99735						1114605	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	진종팔	051-304-9973~5	2024-12-20	2025-01-09	15일단위 마감, 30일이내, 현금결제(영업)
C0000108	농업회사법인(주)선유통	기존		8648600257		김총명	충청북도 청주시 청원구 북이면 신기초정로 86	충청북도 청주시		010-5304-7251					매출	1114606	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김총명	010-5304-7251	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000109	고기연구소(주)	기존		5388600697		전의선	서울특별시 성동구 마장로39가길 19 (마장동) 1층 (마장동)	서울특별시 성동구		02-2292-1700						1114607	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	전의선	02-2292-1700	2024-12-20	2025-02-12	15일단위 마감, 30일이내, 현금결제(영업)
C0000110	(주) 바론팜	기존	법인	5898101350	2019-02-21	장도선	서울특별시 성동구 고산자로22길 9-1 (마장동) (마장동, 1층, 지하)	서울특별시 성동구		02-2295-2736	육류 도매업				매입매출	1114608	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	장도선	02-2295-2736	2024-12-20	2025-03-12	15일단위 마감, 30일이내, 현금결제(영업)
C0000111	용두축산	기존		4919100301		이명옥	서울특별시 성동구 청계천로12가길 55 (마장동) 1층 (마장동)	서울특별시 성동구		02-2292-3811						1114609	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	이명옥	02-2292-3811	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000112	지백축산유통	기존		5080782693		김시호	경상북도 안동시 중앙시장4길 3 (옥야동) (옥야동)	경상북도 안동시		054-841-6315						1114610	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	김시호	054-841-6315	2024-12-20		말일 마감, 당월 말일, 현금결제(영업)
C0000113	가나축산유통(주)	기존		1228167218		손창업	인천광역시 서구 승학로483번길 18-7 (검암동)	인천광역시 서구		032-569-5558						1114611	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	손창업	032-569-5558	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000114	(주)미르푸드트레이딩	기존		2068656687		김성한	서울특별시 성동구 고산자로26길 5 (마장동) (마장동,401호 )	서울특별시 성동구		02-2293-22614						1114612	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김성한	02-2293-2261~4	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000115	조은미트(주)	기존		2068647188		김창범	경기도 광주시 밭말길 72-1 (목현동) (묵현동)	경기도 광주시		02-6053-7784						1114613	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	김창범	02-6053-7784	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000116	농업회사법인 미트앤라이프(주)	기존		2148726804		마기준	서울특별시 성동구 마장로33길 17 (마장동) (마장동) 2층	서울특별시 성동구		02-2291-71856						1114614	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	마기준	02-2291-7185~6	2024-12-20	2025-03-31	10일단위 마감, 10일이내, 현금결제(영업)
C0000117	(주)더한양	기존		4018159299		최진우	경기도 성남시 수정구 수정로257번길 1 (신흥동) (신흥동, 한양)	경기도 성남시		010-2442-6504						1114615	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	최진우	010-2442-6504	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000118	(주)믹스비즈	기존		2128183146		조일	경기도 하남시 덕풍동로 111-50 (덕풍동) (덕풍동, 트윈렉스2) 비동 409호	경기도 하남시		0505-810-1001						1114616	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	조일	0505-810-1001	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000119	농업법인(주)스마일팜	기존		4098629192		김천석	경기도 광주시 마루들길172번길 13 (양벌동) (양벌동)	경기도 광주시		02-2038-2341						1114617	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	김천석	02-2038-2341	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000120	(주)제이에스미트	기존		4938102626		김준수	서울특별시 성동구 청계천로10나길 64 (마장동) (마장동)	서울특별시 성동구		02-2296-6577						1114618	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	김준수	02-2296-6577	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
